ConstituentID,DisplayName,Nationality
12612,David Ignatow,UNITED STATES OF AMERICA
12613,William Carlos Williams,UNITED STATES OF AMERICA
12614,Harold Rosenberg,UNITED STATES OF AMERICA
12615,Dylan Thomas,United Kingdom
12616,Richard Wilbur,UNITED STATES OF AMERICA
12617,Jacques-Henri Lvesque,France
12650,Iraklii Gamrekeli,Georgian
12660,Ilia Zdanevich,Georgian
12727,Naum Granovskii,Russia
12753,Antonin Artaud,France
12907,Paul Verlaine,France
12945,Vladimir Lebedev,Russia
13012,Aleksei Gan,Russia
13020,Peter Schjeldahl,UNITED STATES OF AMERICA
13024,John Godfrey,UNITED STATES OF AMERICA
13056,Antonina Sofronova,Russia
13076,Boris Zemenkov,Russia
13163,Bradbury Thompson,UNITED STATES OF AMERICA
13207,Edwin Morgan,United Kingdom
13248,Paul Valry,France
13311,A. K. Barutchev,Russia
13398,Tristan Tzara,France
13407,Gregory Corso,UNITED STATES OF AMERICA
13470,Ivan Kliun,Russia
13482,Nikolai Troshin,Russia
13574,William S. Burroughs,UNITED STATES OF AMERICA
13599,Edouard Jaguer,France
13634,Robert Lebel,France
13677,Nikolai Kupreianov,Russia
13706,Franz Roh,Germany
13727,Billy Klver,Swedish
13811,Anton Lavinskii,Russia
13929,Russell Lynes,UNITED STATES OF AMERICA
14022,Shuzo Takiguchi,Japan
14137,Ben Langlands,United Kingdom
14138,Nikki Bell,United Kingdom
14164,Michael McClure,UNITED STATES OF AMERICA
14195,Eugne Deltre,France
14213,Michel Seuphor,France
14265,Guillaume Apollinaire,France
14368,St. Francis of Assisi,Italy
14423,Kiki (Kiki O. K.) Kogelnik,Austria
14428,Kuzma Petrov-Vodkin,Russia
14520,"Propylen-Verlag, Berlin",Germany
14546,Merle Armitage,UNITED STATES OF AMERICA
14558,Anne Waldman,UNITED STATES OF AMERICA
14729,Fritz Zeymer,Austria
14747,Janice Guy,United Kingdom
15558,Francis Carco,France
15683,Irene Delano,UNITED STATES OF AMERICA
15685,Chas Laborde,France
15688,Pierre Falk,France
16189,Kay Sage,UNITED STATES OF AMERICA
16212,Nancy Holt,UNITED STATES OF AMERICA
16292,Philip L. Goodwin,UNITED STATES OF AMERICA
16479,Katherine S. Dreier,UNITED STATES OF AMERICA
16790,Anton Giulio Bragaglia,Italy
16811,Ueda S_ky_,Japan
17416,Shirley C. Burden,UNITED STATES OF AMERICA
17469,Adrian Siegel,UNITED STATES OF AMERICA
17495,Jon Hendricks,UNITED STATES OF AMERICA
17572,Rolf Petersen,Germany
17697,Wayne Miller,UNITED STATES OF AMERICA
17816,Richard Benson,UNITED STATES OF AMERICA
18094,Robert Storr,UNITED STATES OF AMERICA
18125,Fernando Castro Pacheco,Mexico
18130,Paul A. McDonough,UNITED STATES OF AMERICA
18151,"Robert F. Sheehan, 3rd",UNITED STATES OF AMERICA
18214,Earle Brown,UNITED STATES OF AMERICA
18539,Hannah Wilke,UNITED STATES OF AMERICA
18543,Bernardo Bertolucci,Italy
18544,Diane von Furstenberg,UNITED STATES OF AMERICA
18660,The New York Times,UNITED STATES OF AMERICA
18700,K. H. Hdicke,Germany
18701,Arthur Kpcke,Germany
18709,3M,UNITED STATES OF AMERICA
18844,Ernst Caramelle,Austria
18963,John Wilson,UNITED STATES OF AMERICA
18996,Jrgen Klauke,Germany
19075,Rudi Molacek,Austria
19163,Michael Krebber,Germany
19194,Hans Danuser,Switzerland
19238,Tim Rollins,UNITED STATES OF AMERICA
19497,Forrest Myers,UNITED STATES OF AMERICA
19510,Winston Roeth,UNITED STATES OF AMERICA
19561,Sheri Martinelli,UNITED STATES OF AMERICA
19572,Nicole Eisenman,UNITED STATES OF AMERICA
19660,Annette Rosado,UNITED STATES OF AMERICA
19661,Jos Parissi,UNITED STATES OF AMERICA
19662,George Garces,UNITED STATES OF AMERICA
19664,Angel Abreu,UNITED STATES OF AMERICA
19667,Joseph De Pace,UNITED STATES OF AMERICA
19862,David Shrigley,United Kingdom
19882,Hans Weigand,Austria
19962,Hans-Ulrich Obrist,Switzerland
20080,Robert Blackburn,UNITED STATES OF AMERICA
20354,Alfredo Boulton,Venezuelan
20503,mile-Ren Mnard,France
20631,Larry Mantello,UNITED STATES OF AMERICA
20722,Royal College of Art,United Kingdom
20749,Paul E. Hultberg,UNITED STATES OF AMERICA
20769,Ren Block,Germany
20811,Congo (a Chimpanzee),Nationality unknown
21199,AA Bronson,Canada
21325,Michael Baldwin,United Kingdom
21398,George Maciunas,UNITED STATES OF AMERICA
21439,Issey Miyake,Japan
21446,Jack Pierson,UNITED STATES OF AMERICA
21447,Jim Hodges,UNITED STATES OF AMERICA
21497,Gunther Gerzso,Mexico
21940,Kazuo Nakamura,Canada
22284,Masayuki Nagare,Japan
22436,Natsuyuki Nakanishi,Japan
22479,Ennio Chiggio,Italy
22481,Manfredo Massironi,Italy
22498,"Fratelli Brambilla, Milan",Italy
22512,"G. Byrn Company, Copenhagen",Denmark
22546,Bell Telephone Laboratories,UNITED STATES OF AMERICA
22547,Roger Riche,France
22548,Raymond Loewy Associates,UNITED STATES OF AMERICA
22556,SHoP Architects PC,UNITED STATES OF AMERICA
22557,Brian Alexander,UNITED STATES OF AMERICA
22559,Apple Industrial Design Group,UNITED STATES OF AMERICA
22563,Harman Kardon Co.,UNITED STATES OF AMERICA
22564,Teppo Asikainen,Finnish
22566,Luigi Baroli,Italy
22568,Ayse Birsel,Turkish
22569,Nick Butler,United Kingdom
22571,matali crasset,France
22573,Dcolletage Plastique Design Team,France
22574,Markus Nevalainen,Finnish
22576,Rick Galezowski,Canada
22577,Kari Sivonen,Finnish
22579,Jens Risom,UNITED STATES OF AMERICA
22580,Fritz Haller,Switzerland
22582,Sam Hecht,United Kingdom
22583,Chris Chapman,United Kingdom
22584,David Sandbach,United Kingdom
22586,Vesa Hinkola,Finnish
22587,Rane Vaskivuori,Finnish
22588,Jay Kyu Lee,South Korea
22589,Torchco Ltd.,United Kingdom
22591,Hajime Sorayama,Japan
22592,Albert Nagele,UNITED STATES OF AMERICA
22594,Kimberly J. Holden,UNITED STATES OF AMERICA
22595,Gregg A. Pasquarelli,UNITED STATES OF AMERICA
22596,Maarten Van Severen,Belgium
22598,Christopher R. Sharples,UNITED STATES OF AMERICA
22614,Annelies De Leede,Nationality unknown
22617,Hani Rashid,Canada
22618,Lise Anne Couture,Canada
22621,Emil Roth,Switzerland
22627,J. S. Anderson,United Kingdom
22630,Marvin E. Newman,UNITED STATES OF AMERICA
22631,Hiroji Yamada,Japan
22667,"Nitto Seimo Co. Ltd., company design",Japan
22668,Toyo Tire Cord Co. Ltd.,Japan
22669,Franz Ackermann,Germany
22672,Ingrid Calame,UNITED STATES OF AMERICA
22676,Hendrik Van Keppel,UNITED STATES OF AMERICA
22677,Taylor Green,UNITED STATES OF AMERICA
22683,Iran do Espirito Santo,Brazil
22697,Brad Kahlhamer,UNITED STATES OF AMERICA
22701,Olga De Amaral,Colombian
22715,Laura Owens,UNITED STATES OF AMERICA
22719,Manfred Pernice,Germany
22722,Alessandro Pessoli,Italy
22724,Shirazeh Houshiary,United Kingdom
22737,Dan Asher,UNITED STATES OF AMERICA
22738,Nancy Haynes,UNITED STATES OF AMERICA
22739,David Jeffrey,UNITED STATES OF AMERICA
22740,Linda Lynch,UNITED STATES OF AMERICA
22744,Bruno Rousselot,France
22747,Mark Sheinkman,UNITED STATES OF AMERICA
22750,Juul Kraijer,Netherlands
22751,Chris Finley,UNITED STATES OF AMERICA
22783,Ayse Sulan Kolatan,UNITED STATES OF AMERICA
22800,Hermann Finsterlin,Germany
22801,Charles Forberg,UNITED STATES OF AMERICA
22825,Art Zaaijer,Netherlands
22826,Xaveer de Geijter,Belgium
22827,Georges Heinz,France
22828,Heike Lohmann,Germany
22829,Alex Wall,UNITED STATES OF AMERICA
22830,Christophe Cornubert,UNITED STATES OF AMERICA
22831,Ramon Klein,UNITED STATES OF AMERICA
22836,Gro Bonesmo,Norwegian
22837,Julien Monfort,France
22838,Yo Yamagata,Japan
22839,Jeanne Gang,UNITED STATES OF AMERICA
22840,Chris Dondorp,Netherlands
22845,Renzo Piano Building Workshop,Italy
22848,Mark Wamble,UNITED STATES OF AMERICA
22870,Laure Albin-Guillot,France
22884,Andrew Zago,UNITED STATES OF AMERICA
22891,Lcio Costa,Brazil
22892,Carlos Leo,Brazil
22893,Jorge Machado Moreira,Brazil
22894,Affonso Eduardo Reidy,Brazil
22895,Ernni Vasconcelos,Brazil
22897,Kevin Roche,UNITED STATES OF AMERICA
22898,John Dinkeloo,UNITED STATES OF AMERICA
22899,Paul Schweikher,UNITED STATES OF AMERICA
22934,Mark Mills,UNITED STATES OF AMERICA
22935,Matthew Ritchie,United Kingdom
22936,Darren Almond,United Kingdom
22938,J¿rn Utzon,Denmark
22939,Jim Lambie,Scottish
22941,Acharya Vyakul,Indian
22945,William Sharples,UNITED STATES OF AMERICA
22950,Max Lenz,Switzerland
22953,George Krikorian,UNITED STATES OF AMERICA
22955,David Walter Beck,UNITED STATES OF AMERICA
22959,Nason & Moretti Studio,Italy
22960,"Symanka Karbaum/Scharf Hagelbergerstr, Berlin",Germany
22961,"H.E. Lauffer Co., Inc., West Germany (now Germany)",Germany
22971,Laylah Ali,UNITED STATES OF AMERICA
22972,Davor Vrankic,Croatian
22974,Mendell & Oberer,Germany
22975,Klaus Oberer,Switzerland
22980,Mark Lombardi,UNITED STATES OF AMERICA
22982,Eugen Kirchner,Germany
22983,Tacita Dean,United Kingdom
22989,William H. Johnson,UNITED STATES OF AMERICA
22997,Ibrahim Miranda,Cuba
22999,Sarah Morris,UNITED STATES OF AMERICA
23005,James Siena,UNITED STATES OF AMERICA
23007,Jessica Stockholder,UNITED STATES OF AMERICA
23016,Ken Lum,Canada
23025,Barbara Ambrosz,Austria
23026,"Glasatelier Steinschoenau, Austria",Austria
23028,Tibor Kalman,UNITED STATES OF AMERICA
23044,Studio Gruppo 14,Italy
23047,"Fisher-Price Toys Inc., East Aurora, NY",UNITED STATES OF AMERICA
23052,Anthony Maglica,UNITED STATES OF AMERICA
23053,"Mag Instrument, Inc., Ontario, CA",UNITED STATES OF AMERICA
23055,Carl Hugo Pott,Germany
23056,W. D. Slater,United Kingdom
23089,"Pizzi & Pizio, Milan-Rome",Italy
23207,Erich Ludwig Stahl,Germany
23251,Thomas Leeser,Germany
23253,Preston Scott Cohen,UNITED STATES OF AMERICA
23257,Michael Maltzan,UNITED STATES OF AMERICA
23259,UN Studio Van Berkel & Bos,Netherlands
23260,Caroline Bos,Netherlands
23262,Ronan Bouroullec,France
23263,Erwan Bouroullec,France
23264,Claudy Jongstra,Netherlands
23267,Yuh Okano,Japan
23270,Henk Stallinga,Netherlands
23344,"Silicon Systems, Inc.",UNITED STATES OF AMERICA
23346,Spencer Silver,UNITED STATES OF AMERICA
23348,Per-Olof Nystrm,Finnish
23349,Unidentified Designer,Finnish
23350,"AB Gustavsberg, Sweden",Swedish
23361,Weber,Nationality unknown
23362,Alfred Willimann,Switzerland
23377,Lev Zak,Russia
23383,G. Robz,Russia
23390,Unidentified Artist,Nationality unknown
23392,Karin Apollonia Mller,Germany
23397,P. Bakharev,Russia
23402,Craigie Horsfield,United Kingdom
23413,Aristarkh Lentulov,Russia
23416,Jose Burges,UNITED STATES OF AMERICA
23417,Robert Delgado,UNITED STATES OF AMERICA
23418,Richard Lulo,UNITED STATES OF AMERICA
23419,Nelson Montes,UNITED STATES OF AMERICA
23420,Carlos Rivera,UNITED STATES OF AMERICA
23421,Christina Ramberg,UNITED STATES OF AMERICA
23426,Elsa Fischer-Treyden,Germany
23427,Margret Hildebrand,Germany
23439,Lev Bruni,Russia
23504,Vladimir Kozlinskii,Russia
23519,Vasyl Yermilov,Ukrainian
23522,Mane-Katz,Ukrainian
23528,Lado Gudiashvili,Georgian
23546,Norsaki Yokosuka,Japan
23633,Georgii Echeistov,Russia
23706,Il'ia Chashnik,Russia
23811,Aleksei Kravchenko,Russia
23842,Mykhailo Semenko,Ukrainian
23881,Viola Grsten,Swedish
23893,Ignatii Nivinskii,Russia
23922,Samuil Adlivankin,Russia
23931,B. Efimov,Russia
23932,Boris Ender,Russia
23943,Ruvim Mazel,Russia
23956,Nikolai Sokolov,Russia
23962,John Shaw Smith,Irish
23980,Galina Dmitrievna Chichagova,Russia
23981,Olga Dmitrievna Chichagova,Russia
23990,Evgenii Belukha,Russia
24018,Alexander Liubimov,Russia
24029,Il'ia Mashkov,Russia
24142,K. A. Aivazovskii,Russia
24162,Nisson Shifrin,Russia
24165,Dmitrii Moor,Russia
24168,Ottomar Anschtz,Germany
24211,Anatol' Petryts'kyi,Ukrainian
24257,Evgeniia Evenbakh,Russia
24316,Viktor Nikolaevich Deni,Russia
24341,Ivan Leonidov,Russia
24376,Marianne Breslauer,Germany
24385,Aleksandr Deineka,Russia
24394,Aurel Bauh,France
24396,Lotte Beese,Germany
24401,Georges Blanc,France
24413,Karl Blossfeldt,Germany
24414,Tho Blanc,France
24425,Jacques-Andr Boiffard,France
24427,Edmund Collein,Germany
24428,Heinz Loew,Germany
24429,Erich Comeriner,Germany
24430,Marjorie Content,UNITED STATES OF AMERICA
24431,Horacio Coppola,Argentina
24434,Wenda Gu,China
24450,Semyon Fridlyand,Russia
24452,Sigurd Lewerentz,Swedish
24455,Jaroslava Hatlkov,Czech
24457,Irene Hoffmann,Germany
24458,Reinhard & Hofmeister,UNITED STATES OF AMERICA
24459,Olga Deineko,Russia
24462,Peter A. Juley,UNITED STATES OF AMERICA
24463,Roman Karmen,Russia
24465,Istvn Kerny,Hungarian
24468,Edmund Kesting,Germany
24470,Imre Kinszki,Hungarian
24474,Fred Korth,UNITED STATES OF AMERICA
24477,Ji_ Lehovec,Czech
24490,Otto Lindig,Germany
24495,Eli Lotar,France
24500,Felix H. Man,United Kingdom
24502,Ber Blank,Russia
24505,Werner Mantz,Germany
24511,Hannes Meyer,Switzerland
24512,Avenir Chernomordik,Russia
24515,Lee Miller,UNITED STATES OF AMERICA
24529,Jean Moral,France
24532,Adolf Navara,Czech
24533,Oskar Nerlinger,Germany
24535,Gyula Pap,Hungarian
24538,Jzsef Pcsi,Hungarian
24540,Robert Petschow,Germany
24551,Edward W. Quigley,UNITED STATES OF AMERICA
24555,Frieda Gertrud Riess,Germany
24570,Albert Rudomine,France
24572,Gregor Schneider,Germany
24573,Sasha Stone,UNITED STATES OF AMERICA
24574,Stefan Themerson,UNITED STATES OF AMERICA
24575,Dziga Vertov,Russia
24576,Franti_ek Vobeck_,Czech
24577,Wanda Wulz,Italy
24578,Iwao Yamawaki,Japan
24579,Yva (Else Ernestine Neulnder),Germany
24580,Willy Zielke,Germany
24581,Gertrud Arndt,Germany
24582,Irene Bayer-Hecht,UNITED STATES OF AMERICA
24583,Vasili Elkin,Russia
24584,Gertrude LeRoy Brown,UNITED STATES OF AMERICA
24585,Clarence Sinclair Bull,UNITED STATES OF AMERICA
24586,Alma Siedhoff-Buscher,Germany
24588,Lore Feininger,Germany
24589,Hans Finsler,Switzerland
24590,Karl Grill,Austria
24591,Johan Hagemeyer,UNITED STATES OF AMERICA
24592,Paul Edmund Hahn,Germany
24593,John P. Heins,UNITED STATES OF AMERICA
24594,J. Jay Hirz,UNITED STATES OF AMERICA
24595,Bernard Shea Horne,UNITED STATES OF AMERICA
24597,"Walter R. Latimer, Sr.",UNITED STATES OF AMERICA
24598,Paul Parker,UNITED STATES OF AMERICA
24600,Willi Ruge,Germany
24601,Kate Steinitz,UNITED STATES OF AMERICA
24602,Andreas Walser,Switzerland
24605,Georgii Zimin,Russia
24609,Antoine Demilly,France
24610,Jean Painlev,France
24619,Flex Development B.V.,Netherlands
24627,Jrgen Mayer H.,Germany
24628,Sebastian Finckh,Germany
24657,Adolf Meyer,Germany
24669,Henry Ehlers,Germany
24671,Fritz Landwehr,Germany
24697,Tokujin Yoshioka,Japan
24704,Pandora Design,Italy
24705,Giulio Iacchetti,Italy
24706,Matteo Ragni,Italy
24714,Gustave Falconnier,Switzerland
24770,Miriam Bckstrm,Swedish
24771,Oliver Boberg,Germany
24772,Edward Burtynsky,Canada
24777,Maria Magdalena Campos-Pons,Cuba
24801,Paul Etienne Lincoln,United Kingdom
24859,Elinor Carucci,Israeli
24860,"Willys-Overland Motors, Inc., Toledo, Ohio",UNITED STATES OF AMERICA
24864,Ferdinand Porsche,Germany
24866,"Volkswagenwerk, Germany",Germany
24869,Yinka Shonibare,United Kingdom
24877,Charles Corte,UNITED STATES OF AMERICA
24885,John Waters,UNITED STATES OF AMERICA
25038,Porfiry Krylov,Russia
25103,Jutta Sika,Austria
25138,Philip Webb,United Kingdom
25181,Michal Borremans,Belgium
25182,Mark Manders,Netherlands
25189,Ernesto Neto,Brazil
25190,Chloe Piene,UNITED STATES OF AMERICA
25298,Reinhard Mucha,Germany
25299,Chri Samba,Congolese
25412,Ryan McGinness,UNITED STATES OF AMERICA
25414,Julie Mehretu,UNITED STATES OF AMERICA
25415,Roxy Paine,UNITED STATES OF AMERICA
25430,Jason Middlebrook,UNITED STATES OF AMERICA
25465,Huang Yong Ping,France
25478,Theodor Paul Etbauer,Germany
25480,Daniel Zeller,UNITED STATES OF AMERICA
25515,Joey Ktting,United Kingdom
25520,Jerome Neuner,UNITED STATES OF AMERICA
25523,Yoshitomo Nara,Japan
25552,Gilbert Proesch,United Kingdom
25577,Robert Beck,UNITED STATES OF AMERICA
25581,Jonathan Hammer,UNITED STATES OF AMERICA
25582,Arturo Herrera,Venezuelan
25599,Denise Green,Australia
25615,Mackay Hugh Baillie Scott,United Kingdom
25843,Jonathan Ive,United Kingdom
25860,Sergius Ruegenberg,Germany
25956,Enrique Montenegro,UNITED STATES OF AMERICA
25964,Marlon Castellanos,Cuba
25965,Sandra Ramos,Cuba
25966,"John F. Simon, Jr.",UNITED STATES OF AMERICA
25967,Ruth Root,UNITED STATES OF AMERICA
25973,Paul Noble,United Kingdom
25977,Jessica Diamond,UNITED STATES OF AMERICA
25982,Olafur Eliasson,Icelandic
25983,Rodney Graham,Canada
25997,Myron Goldsmith,UNITED STATES OF AMERICA
26078,Alex Gama,Brazil
26079,Yun-Fei Ji,China
26088,Harry Lachman,UNITED STATES OF AMERICA
26097,Kim Young Jin,South Korea
26099,Markus Freitag,Switzerland
26100,Daniel Freitag,Switzerland
26101,"Freitag, Zurich, Switzerland",Switzerland
26103,Thomas Scheibitz,Germany
26123,Paul Bonatz,Germany
26124,Friedrich Eugen Scholer,Germany
26126,Konstanty Gutschow,Germany
26128,Adolf Gustav Friedrich Schneck,Germany
26129,Adolf Abel,Germany
26130,Alfred Fischer,Germany
26131,Richard Dcker,Germany
26134,Ernst Stahl,Germany
26145,Robert James Leonetti,UNITED STATES OF AMERICA
26152,James Dyson,United Kingdom
26155,Fernando Bryce,Peruvian
26156,npk industrial design b.v.,Netherlands
26158,Wolfram Peters,Netherlands
26159,Robert Sluijter,Netherlands
26160,Janwillem Bouwknegt,Netherlands
26161,Camille van den Brande,Netherlands
26162,Paul Groeneveld,Netherlands
26163,Dremefa b.v.,Netherlands
26166,Carl Aubck,Austria
26169,Ginny Bishton,UNITED STATES OF AMERICA
26178,Kai Althoff,Germany
26195,Charles LeDray,UNITED STATES OF AMERICA
26215,Susan Hambleton,UNITED STATES OF AMERICA
26216,Sang-Ah Choi,South Korea
26218,Benjamin Edwards,UNITED STATES OF AMERICA
26244,Abel Barroso,Cuba
26245,Pierre Huyghe,France
26246,Michael Raedecker,Netherlands
26247,Angela Bulloch,Canada
26263,"Duracell International Inc., Bethel, Connecticut",UNITED STATES OF AMERICA
26271,Vladimir Borissovitch Yankilevsky,Russia
26273,Jules Seberger (Seberger Freres),France
26275,J. J. Pieter Oud,Netherlands
26276,"W. H. Gispen & Company, Denmark",Netherlands
26299,Lebbeus Woods,UNITED STATES OF AMERICA
26316,Sigr_ur Bjrnsdttir,Icelandic
26336,Robin Page,United Kingdom
26342,Michael Kalil,UNITED STATES OF AMERICA
26353,Julio Montenegro,Colombian
26359,John Wood,UNITED STATES OF AMERICA
26361,Jesse Reiser,UNITED STATES OF AMERICA
26362,Nanako Umemoto,UNITED STATES OF AMERICA
26363,Reiser + Umemoto RUR Architecture PC,UNITED STATES OF AMERICA
26369,Mako Idemitsu,Japan
26370,Li Yongbin,China
26371,Kristin Lucas,UNITED STATES OF AMERICA
26375,Zhang Peili,China
26376,Philip Vincent,United Kingdom
26377,Phil Irving,Australia
26378,"Vincent-HRD Company Ltd., Stevenage, Herts, England",United Kingdom
26380,Alex Moulton,United Kingdom
26382,Marco Maggi,Uruguayan
26393,Greg Lynn,UNITED STATES OF AMERICA
26398,United Architects,UNITED STATES OF AMERICA
26402,Imaginary Forces,UNITED STATES OF AMERICA
26414,Tuli Kupferberg,UNITED STATES OF AMERICA
26418,Critical Art Ensemble,UNITED STATES OF AMERICA
26421,Louise Wilson,United Kingdom
26424,Jane Wilson,United Kingdom
26439,Marina Abramovi_,Serbian
26440,Seoungho Cho,South Korea
26441,Paul Pfeiffer,UNITED STATES OF AMERICA
26442,Piotr Wyrzykowski,Polish
26444,Cedric Buchet,Denmark
26446,Simone Nieweg,Germany
26465,Josiah McElheny,UNITED STATES OF AMERICA
26470,Alejandro Ruiz,Argentina
26479,Valrie Belin,France
26480,Collier Schorr,UNITED STATES OF AMERICA
26482,"Alex Moulton Bicycles, England",United Kingdom
26488,David Childs,UNITED STATES OF AMERICA
26491,Francesco Binfar,Italy
26492,"Edra S.p.A., Italy",Italy
26508,Philip Johnson / Alan Ritchie Architects,UNITED STATES OF AMERICA
26512,Claude Closky,France
26516,Robert Polidori,Canada
26521,Louis Seberger (Seberger Frres),France
26522,Henri Seberger (Seberger Frres),France
26523,Evelene Wechsler,UNITED STATES OF AMERICA
26529,John L. Dunmore,UNITED STATES OF AMERICA
26540,Martin Roberts,United Kingdom
26542,Cheryl Donegan,UNITED STATES OF AMERICA
26543,Peter Callas,Australia
26544,John Pilson,UNITED STATES OF AMERICA
26545,Melinda Morey,UNITED STATES OF AMERICA
26555,Malick Sidib,Malian
26557,Robert P. Tennant,UNITED STATES OF AMERICA
26589,Bob Olodort,UNITED STATES OF AMERICA
26597,Bodo Rasch,Germany
26607,Fred Wilson,UNITED STATES OF AMERICA
26614,Rainer Werner Fassbinder,Germany
26616,Leandro Katz,Argentina
26617,çlvaro Barrios,Colombian
26619,Claudio Perna,Venezuelan
26620,Regina Silveira,Brazil
26625,Federico Fellini,Italy
26632,Fabrice Hybert,France
26637,Glen Luchford,United Kingdom
26650,Charles Currey,United Kingdom
26654,Vincente Minnelli,UNITED STATES OF AMERICA
26661,Agns Varda,France
26662,Orson Welles,UNITED STATES OF AMERICA
26683,Joseph E. Yoakum,UNITED STATES OF AMERICA
26684,Moshekwa Langa,South African
26685,Verne Dawson,UNITED STATES OF AMERICA
26686,Sid Kaplan,UNITED STATES OF AMERICA
26737,Todd Greene,UNITED STATES OF AMERICA
26738,"The HeadBlade Company, LLC, Los Angeles, CA",UNITED STATES OF AMERICA
26739,Julio Plaza,Brazil
26740,Dinh Q. L,UNITED STATES OF AMERICA
26770,Jos Antonio Surez Londoo,Colombian
26783,Alan Ritchie,UNITED STATES OF AMERICA
26803,George Nakashima,UNITED STATES OF AMERICA
26805,Franco Annoni,Switzerland
26808,Giorgio DeCurso,Italy
26812,Archizoom Associati,Italy
26820,"Piaggio S.p.A., Pontedera, Italy",Italy
26821,Corradino D'Ascanio,Italy
26839,Fang Lijun,China
26840,Boris Berlin,Denmark
26841,Poul Christiansen,Denmark
26842,Komplot Design,Denmark
26852,Carme Pinos,Spain
26859,Adriaan Geuze,Netherlands
26866,Chris Johanson,UNITED STATES OF AMERICA
26867,Paul Chan,China
26871,Lars Tunbjrk,Swedish
26883,"Unimark International Corporation, New York",UNITED STATES OF AMERICA
26884,Hong Hao,China
26900,Josef von Sternberg,Austria
26932,Murray Broom,New Zealander
26934,Nick Schade,UNITED STATES OF AMERICA
26951,Andy Diaz Hope,UNITED STATES OF AMERICA
26954,Bayer Research Laboratories,Germany
26958,Earle Dickson,UNITED STATES OF AMERICA
26959,"Johnson & Johnson Consumer Companies, Inc.",UNITED STATES OF AMERICA
26960,Coloplast A/S,Denmark
26965,Hermann Steiner,Switzerland
26967,William Painter,UNITED STATES OF AMERICA
26969,Marc A. Chavannes,Switzerland
26970,Alfred W. Fielding,UNITED STATES OF AMERICA
26973,"Alcoa, Inc., USA",UNITED STATES OF AMERICA
26977,Enric Bernat i Fontlladosa,Spain
26981,Jack Clements,UNITED STATES OF AMERICA
26983,Otto Wichterle,Czech
26984,"Bausch & Lomb, USA",UNITED STATES OF AMERICA
26985,Philips Research Laboratories,Netherlands
26995,Walter Frederick Morrison,UNITED STATES OF AMERICA
26996,Warren Franscioni,UNITED STATES OF AMERICA
27003,Noel Zeller,UNITED STATES OF AMERICA
27005,Herman Goelitz Rowland,UNITED STATES OF AMERICA
27007,Kenji Ekuan,Japan
27009,GK Design Group,Japan
27018,Forrest Mars,UNITED STATES OF AMERICA
27020,Charles B. Stilwell,UNITED STATES OF AMERICA
27023,GEM Manufacturing Ltd.,United Kingdom
27024,William Middlebrook,UNITED STATES OF AMERICA
27025,"ACCO Brands, Inc., USA",UNITED STATES OF AMERICA
27026,Hugh Moore,UNITED STATES OF AMERICA
27027,Lawrence Luellen,UNITED STATES OF AMERICA
27032,Edwin Moore,UNITED STATES OF AMERICA
27034,Leo Gerstenzang,UNITED STATES OF AMERICA
27037,Walter Hunt,UNITED STATES OF AMERICA
27038,"A. Meyers & Sons Corp., USA",UNITED STATES OF AMERICA
27040,Richard James,UNITED STATES OF AMERICA
27041,Betty James,UNITED STATES OF AMERICA
27049,Ruben Rausing,Swedish
27050,Erik Wallenberg,Swedish
27057,Hymen Lipman,UNITED STATES OF AMERICA
27059,"Yaktrax, Inc.",UNITED STATES OF AMERICA
27081,Daniel F. Cudzik,UNITED STATES OF AMERICA
27127,Beatrice Wood,UNITED STATES OF AMERICA
27139,Heinrich Hoerle,Germany
27144,Eve Aschheim,UNITED STATES OF AMERICA
27148,Brad Brown,UNITED STATES OF AMERICA
27149,Hideo Kanbara,Japan
27153,Kenneth Capps,UNITED STATES OF AMERICA
27154,Anne Chu,UNITED STATES OF AMERICA
27155,Max Cole,UNITED STATES OF AMERICA
27161,Elena del Rivero,Spain
27162,Lee Etheredge IV,UNITED STATES OF AMERICA
27163,Kendra Ferguson,UNITED STATES OF AMERICA
27165,Cheryl Goldsleger,UNITED STATES OF AMERICA
27169,Teo Gonzlez,Spain
27178,Christine Hiebert,UNITED STATES OF AMERICA
27179,Ann Ledy,UNITED STATES OF AMERICA
27183,Julia Mangold,Germany
27184,Stefana McClure,Irish
27185,Stephen Metts,UNITED STATES OF AMERICA
27186,Tatsuo Miyajima,Japan
27187,Deborah Gottheil Nehmad,UNITED STATES OF AMERICA
27188,Gloria Ortiz-Hernndez,Colombian
27189,Crown Beverage Packaging,UNITED STATES OF AMERICA
27190,"Duro Bag Manufacturing Company, Elizabeth, New Jersey",UNITED STATES OF AMERICA
27191,Flaminaire,France
27194,Laurie Reid,UNITED STATES OF AMERICA
27195,Erik Saxon,UNITED STATES OF AMERICA
27196,Susan Schwalb,UNITED STATES OF AMERICA
27197,Adolf Rambold,Germany
27198,Teepack Spezialmaschinen GmbH & Co. KG,Germany
27203,Zwelethu Mthethwa,South African
27204,Joan Waltemath,UNITED STATES OF AMERICA
27208,Bayer HealthCare AG,Germany
27233,William E. Massie,UNITED STATES OF AMERICA
27237,Victoria Sambunaris,UNITED STATES OF AMERICA
27240,Erwin Pfrang,Germany
27243,D-L Alvarez,UNITED STATES OF AMERICA
27259,Lindy Roy,South African
27261,Visual AIDS Artists Caucus,UNITED STATES OF AMERICA
